trial_id,condition_code,challenge_bits,challenge_commitment,decoded_response,hamming_distance,bit_accuracy,exact_match,receiver_correlation,telemetry_flag,t_arm_utc,t_close_utc
SYN-072,PASSIVE,10001110001011111001000010101111000100011110001111110011000001100101011001000100101101001111011011000001100100010110110001101010,7f9a877ae4154efc17d0da4ed185ad749a31725d35b54d51c8fa6646aacc2ce7,10000011010111110110011101001110111010100100111111100101111111010111101000111011000000101111100111000000110001001110001000111101,71,0.445312,False,0.05385,False,2026-09-19T15:47:20+00:00,2026-09-19T15:47:50+00:00
SYN-073,SHAM,00101111101101110001100010110100110111100101011001000111101011011010000000100101010010010010000000110101001000100100110000100101,a7bdbe0bc5bb8bbbc7fb7de835fa8e4e6c7d460427b311a974ba46a76b72e7f3,00001010000111000111001101110011001111100111110011100011001111111101101001010010100001111010010011111010001101101010001001110110,66,0.484375,False,0.01643,False,2026-09-19T15:48:00+00:00,2026-09-19T15:48:30+00:00
SYN-074,BLOCKED,11110010011011011011110011001110111110001010000101011001000010001110001110001010100110000111100101010111010100011110100111010001,f0b6cb632b2f4abf0c604299855df971998c12868fe10936389184fa21a74886,11001100001101011001101001101000110001000111000000000011100110001010001110110100010110110001011001001000011000101101111010101110,66,0.484375,False,0.01374,False,2026-09-19T15:48:40+00:00,2026-09-19T15:49:10+00:00
SYN-075,PASSIVE,11110111001011001110110011010111001111001011101101010001010000110100100011101100010000110100010001011111111000010001000011011110,de9e2c14e28bd1f27b2379a1895f97c54249fee1879d35d7ae6b9a39bca86b51,01000101110111001101101101000111110100000110001001011100101000010011101101000011101001111001001110001101011011100011000111011100,65,0.492188,False,-0.06262,False,2026-09-19T15:49:20+00:00,2026-09-19T15:49:50+00:00
SYN-076,PASSIVE,00010110110011001001110110110111000110111100110100010000010000111000010001101011011001011011101101001111111011000110101101110110,26a327aebea2d8a2a4b908c24b2a647d9618b4835d3a710b77c6e4a89d442347,01010010011001001101000110110101011110011100010000000111010010111110000101010001110101001111010010111111001100000010001100000110,50,0.609375,False,0.03403,False,2026-09-19T15:50:00+00:00,2026-09-19T15:50:30+00:00
SYN-077,BLOCKED,01011110000011011100111011101001110110110000110101100001111011001111110001001000011001000001011111001011000100111100101000100101,6b4192d169fb38947f36b8891e420c44e29673eb5a7c2a730250703f039c030e,00111001101110001010000110011100000101110110101001010000000111011011010111111111100001001100010100101110000010000011110011001011,75,0.414062,False,0.11704,False,2026-09-19T15:50:40+00:00,2026-09-19T15:51:10+00:00
SYN-078,SHAM,01111001100010011010011111010011000011110111001111001101111010011111000000110111010001111011010101100001011001111101101101000001,1d3e8d83c869953cad3e91028ec534f1001abbcd539323084201fcc321c88bcd,10011100100010000110001011001011011100011010001001100100001100100011001101100011110100001011110001011011110100011001100010001111,63,0.507812,False,-0.11557,False,2026-09-19T15:51:20+00:00,2026-09-19T15:51:50+00:00
SYN-079,POSITIVE,10000100100111111000110010111010011111001100011010000011100111101110111001100101000111111110110000000100001001011110011011010000,84c15a6aa0dc428a6b4ce65c959d4a12da2f01532cb85e8c194ef667083cff79,10000100100111111000110010111010011111001100011010000011100111101110111001100101000111111110110000000100001001011110011011010000,0,1.0,True,0.94059,False,2026-09-19T15:52:00+00:00,2026-09-19T15:52:30+00:00
SYN-080,POSITIVE,01100100101111011111011110101010111010110001010100100001101101001010000011010011111110010110101100011010101100110101110011010010,eec5452e4324dde0fdfbcbee86ddda38585fc09526466be1939bbf84158e26fe,01100100101111011111011110101010111010110001010100100001101101001010000011010011111110010110101100011010101100110101110011010010,0,1.0,True,0.98409,False,2026-09-19T15:52:40+00:00,2026-09-19T15:53:10+00:00
SYN-081,BLOCKED,00111100101100101000101101001000111000010000010011100101000100011101001101111011001100100111110111000001110101011010100001101000,6f8cf4e9d5ce939c409b86a365fc8922bf139ba41062829d254e5da6f5a5d18b,11001001000110110001001100010111000011010010001011011010100111111000000100110101000000000111100011011100101000101001001011101000,64,0.5,False,0.02921,False,2026-09-19T15:53:20+00:00,2026-09-19T15:53:50+00:00
SYN-082,POSITIVE,11111000101111010000000101010000110001010111010011011110011111010010111100010100010001101010101100010111100100101000001100000001,2cf1182706f542a26e70fa692e3df5b796d20456b2fa46d76cfeed8d86afd864,11111000101111010000000101010000110001010111010011011110011111010010111100010100010001101010101100010111100100101000001100000001,0,1.0,True,0.94106,False,2026-09-19T15:54:00+00:00,2026-09-19T15:54:30+00:00
SYN-083,PASSIVE,01010110001111011001001111010000000100011011100100101111000111110011011011010010001011011011001110010111011111101001010111000110,489593b8d9c1afaaa1718fe75388a4d71b71706bbfe90783b40beb6c2fb852ff,11101110111111001100001001101110100011001101110110111001100010000001000100010110011110100111110111110001101110111111110111010011,64,0.5,False,0.02817,False,2026-09-19T15:54:40+00:00,2026-09-19T15:55:10+00:00
SYN-084,BLOCKED,00000000011010111000111110000101100100101001110100110111111111101111011111001010101010100100011010110001110101000000110010111010,e41c55d7c7e53ebac14e17619ee1956b3e9de0df498c73b4a9dd1a11d16d7113,00011001111111001101111011100001000000110001101000001100000010110100011011111001011001110000000001111000111000001110000110011110,63,0.507812,False,-0.0482,False,2026-09-19T15:55:20+00:00,2026-09-19T15:55:50+00:00
SYN-085,POSITIVE,11010101101110111010001000001011101000100010000111001001011111111010110000110100110101011101111011010110011101011001010110011101,b1e7c0082a78ced6e1ba01b265eb07652d95cebed60492af20f3b425ee68ec02,11010101101110111010001000001011101000100010000111001001011111111010110000110100110101011101111011010110011101011001010110011101,0,1.0,True,0.94874,False,2026-09-19T15:56:00+00:00,2026-09-19T15:56:30+00:00
SYN-086,SHAM,01001001110100001110011011010000100111010111000010000110000010101001011111110000011010101001010100000011101001010111100001101111,fd3ac90eeeffcdef75d8cdf01282cf0042c4de8f0bbb4725f898dede6c78d482,11101111110100000001100100000100111010101101101011110000111011000111111100000011010101001110000011001011100100001001001000010001,74,0.421875,False,-0.07827,False,2026-09-19T15:56:40+00:00,2026-09-19T15:57:10+00:00
SYN-087,POSITIVE,00010100010011100011101100101111111000010010110111011010100000100101100010011000001100100011111111110101000011011000101010111010,0cf632b018e1fac1ed3c14cd9918edb04dea4afe568d6f5f10201230aef5ce02,00010100010011100011101100101111111000010010110111011010100000100101100010011000001100100011111111110101000011011000101010111010,0,1.0,True,0.95071,False,2026-09-19T15:57:20+00:00,2026-09-19T15:57:50+00:00
SYN-088,SHAM,11110111011110101001111100101001001011011011010101110100000111101000111011001110010101111111001101001001110011000101100111000110,2f7eb1997d7cfbc46f5f36addbdf0e5814fa63697961ead0d6c9e4336ace9a4e,00011100000100001101011111111110001111000000001010111011010000001011000011101101011010001100111000110101001110110010110000001110,76,0.40625,False,-0.11119,False,2026-09-19T15:58:00+00:00,2026-09-19T15:58:30+00:00
SYN-089,POSITIVE,00100110110010001000001000001010000110100110000101111110110001000010011110110100011111010011001001111100110101000011100101000001,887d1107bc080550ebbaf858b49fdcf30ce7eb78dd3332e6e781de019555c71b,00100110110010001000001000001010000110100110000101111110110001000010011110110100011111010011001001111100110101000011100101000001,0,1.0,True,0.95088,False,2026-09-19T15:58:40+00:00,2026-09-19T15:59:10+00:00
SYN-090,POSITIVE,00111111010101010101100000101110110000001101000010010101001010010001111111101001111001111110111101011000111101010100100011001000,de19c87aa315469f71d8d9eefdc6180a6366a93516e36c0c8e7b7a00c826ce04,00111111010101010101100000101110100000001101000010010101001010010001111111101001111001111110111101011000011101010100100011001000,2,0.984375,False,0.93813,False,2026-09-19T15:59:20+00:00,2026-09-19T15:59:50+00:00
SYN-091,BLOCKED,00000011101111100010000100011011100011001100011111101110000010100100111100001101011011110110110110000111000110100001101101001110,67438c71f3937eb92bbfbdb9cafa29877eabcef1c8d494fc5104c0b9ac46e40e,00111011100011100000000011111100100010001010101001101011110100000110010100111100110110111001110111000011101110011110010111100111,58,0.546875,False,-0.00383,False,2026-09-19T16:00:00+00:00,2026-09-19T16:00:30+00:00
SYN-092,SHAM,01001100011110001001100010011111000100011100111101110101110011101001111000010010101101010001110100010111000100111001010000011100,59c46aff6ce760bb28aa3de650610f39232f6e904ccb8ab4091c2e6e0fe377db,01001010100101011010110000100001111001001001010100110010011010110110010100001101111001011110001001011011001010110010010010010010,70,0.453125,False,-0.01873,False,2026-09-19T16:00:40+00:00,2026-09-19T16:01:10+00:00
SYN-093,PASSIVE,11011011110111101000100011000111010000001010101110001001101111100001001001101011101100001100111000010101101011110000011011100101,1063064121ada499f92555782c7dff47d640020c8d086bb018a6ddf98a97b805,00001111111011001110111001010000001110000011101110110110101110010010111111111110110001010111101111000111100011111111111011101101,61,0.523438,False,0.05123,False,2026-09-19T16:01:20+00:00,2026-09-19T16:01:50+00:00
SYN-094,SHAM,00000011000011111010110001111000000010001110000110111100010011000011000101111101110011011110110001001011100101000101011001000111,d9fbb303119df2e1d981de284b11e8896af87a6db17f44a0a46a4063cefb75b6,00010000010011101111100101111011101011000111110100111110000101000101100101001111100000101011010101101101111011110011000001011100,55,0.570312,False,-0.01044,False,2026-09-19T16:02:00+00:00,2026-09-19T16:02:30+00:00
SYN-095,BLOCKED,00000101110111101001110001010000101001101111100100010100000011010000010101011110010000100101101101000000000110001110100001100001,c01821a2ed3eec11ccb896e43477ce0258fd8850445b6e4e76430ce3c0ed9b5b,01001110101101001010100111111011111001110101000010101010010110100110010011100010001010011111011011011111011101111010101101001110,72,0.4375,False,-0.03553,False,2026-09-19T16:02:40+00:00,2026-09-19T16:03:10+00:00
SYN-096,PASSIVE,10100111011110001101100011100110010101110110011000101101001100101001111001000100000010100000001110001011001010011001100010101110,119d791cef3d689d05b791169670307c72b8c724cd95886d8c8310ad148fc3fd,11001110110110000110010101011010000011001101010110101010010011111111000010110001100101011111101000110100011010001011110100001101,76,0.40625,False,0.05588,False,2026-09-19T16:03:20+00:00,2026-09-19T16:03:50+00:00
SYN-097,POSITIVE,10001000100010111110111100011111001011100100111010110110000101010000001011010011111010011010000101111110001000101100110001111000,873abf101960f7166fd053764867af7a4ee5f3fdb0baf99608e29ec2a4947677,10001000100010111110111100011111001011100100111010110110000101010000001011010011111010011010000101111110001000101100110001111000,0,1.0,True,0.96126,False,2026-09-19T16:04:00+00:00,2026-09-19T16:04:30+00:00
SYN-098,BLOCKED,01011000110101011111111110011011010101010110010101101110001000010100010110101110110111101101001110010100011111000011101011001010,13fc0f12d166f0391ae1304c0a29f410cb7b9f8723634518e5b406d6540aa5ff,01000001110111001110101111010011001011111110110101111001101100011111110001111000001011010101110000110101010010001111000100101000,58,0.546875,False,0.11005,False,2026-09-19T16:04:40+00:00,2026-09-19T16:05:10+00:00
SYN-099,POSITIVE,01010000001111011011101011101001110111011110000100000001011001111100001100001001011100100101000010010111111000111011100010010101,8d5a78a047b3ec20782795713fce5d7b93efe94fbd789fec81c01b29d2287416,01010000001111111011101011101001110111011110000100000001011001111100001100001011011100100101000010010111111000111011100010010101,2,0.984375,False,0.95781,False,2026-09-19T16:05:20+00:00,2026-09-19T16:05:50+00:00
SYN-100,PASSIVE,11010001110110111010101110100010100111101011111110101110111111101011110001000010010100110000011010111101101000011010110011001000,64cfc966f892143bbf2a9389346dc7d792c4d9cf6a705178e66b890fb423ab2f,10111110000101011001111001010000000001001011001000100111100100000110101110100111000001111101001010010111010000000000000110010010,69,0.460938,False,0.06801,False,2026-09-19T16:06:00+00:00,2026-09-19T16:06:30+00:00
