trial_id,sample_index,t_s,rx_norm,temp_c,em_norm,vib_norm
SYN-022,15,1.50754,0.062981,21.9808,0.04083,0.003933
SYN-022,16,1.60804,0.16111,22.0196,-0.007284,-0.025254
SYN-022,17,1.70854,-0.08945,21.9875,-0.038755,0.039828
SYN-022,18,1.80905,-0.028875,22.0131,0.002768,-0.062945
SYN-022,19,1.90955,-0.004538,22.0065,-0.049596,-0.008265
SYN-022,20,2.01005,0.129254,21.9543,0.027606,0.02293
SYN-022,21,2.11055,-0.140472,22.001,0.002503,-0.039191
SYN-022,22,2.21106,-0.102055,22.0136,-0.027914,-0.018078
SYN-022,23,2.31156,0.29649,21.9724,0.006856,0.003501
SYN-022,24,2.41206,-0.04352,21.9662,0.002819,0.049731
SYN-022,25,2.51256,0.007615,21.9795,-0.006705,-0.077121
SYN-022,26,2.61307,0.109399,22.0451,-0.002242,0.074878
SYN-022,27,2.71357,0.025111,21.9802,-0.059125,-0.021713
SYN-022,28,2.81407,-0.057423,21.9939,0.030449,0.00881
SYN-022,29,2.91457,-0.128142,22.0367,0.022132,-0.003471
SYN-022,30,3.01508,-0.080959,21.9595,-0.052553,-0.108143
SYN-022,31,3.11558,0.260984,21.958,-0.062207,0.085244
SYN-022,32,3.21608,0.079719,21.9593,-0.045363,0.070463
SYN-022,33,3.31658,-0.209821,21.9758,0.05568,0.006974
SYN-022,34,3.41709,0.174108,22.0135,0.022599,-0.048847
SYN-022,35,3.51759,0.045789,22.0086,0.016955,-0.056334
SYN-022,36,3.61809,-0.094585,21.9741,0.109457,-0.103378
SYN-022,37,3.71859,-0.038322,21.9887,-0.029,-0.021459
SYN-022,38,3.8191,0.022355,22.0392,0.024552,-0.066886
SYN-022,39,3.9196,-0.010405,21.9497,-0.049493,0.004311
SYN-022,40,4.0201,0.049727,22.0122,-0.009744,0.022921
SYN-022,41,4.1206,0.080714,21.9432,-0.022933,-0.031028
SYN-022,42,4.22111,-0.08399,22.044,-0.00049,-0.004589
SYN-022,43,4.32161,-0.067251,21.9933,-0.038041,0.001095
SYN-022,44,4.42211,-0.199014,22.0137,0.013058,-0.067877
SYN-022,45,4.52261,0.17044,22.0242,0.063262,0.003724
SYN-022,46,4.62312,0.056602,21.9905,-0.043399,-0.031731
SYN-022,47,4.72362,-0.113356,22.0372,0.01908,-0.036441
SYN-022,48,4.82412,0.040831,21.9963,-0.061525,0.095282
SYN-022,49,4.92462,-0.10557,21.9135,0.07155,0.067541
SYN-022,50,5.02513,0.0964,22.0206,-0.028121,-0.058425
SYN-022,51,5.12563,0.02828,21.9823,0.08672,-0.005216
SYN-022,52,5.22613,-0.103782,22.0404,-0.062182,0.059663
SYN-022,53,5.32663,-0.055381,21.9901,0.015952,-0.056218
SYN-022,54,5.42714,0.137501,22.0011,0.017645,-0.008555
SYN-022,55,5.52764,-0.102158,22.021,0.040919,0.047723
SYN-022,56,5.62814,-0.031853,21.996,-0.00741,0.041547
SYN-022,57,5.72864,-0.019907,21.9826,0.013308,-0.058745
SYN-022,58,5.82915,0.332985,22.0208,0.015494,-0.044741
SYN-022,59,5.92965,0.06035,22.0145,0.020915,-0.002614
SYN-022,60,6.03015,-0.023564,22.0204,-0.080856,0.046212
SYN-022,61,6.13065,0.210935,21.9822,0.039665,0.064271
SYN-022,62,6.23116,-0.048292,21.9795,-0.0148,0.007039
SYN-022,63,6.33166,0.086591,21.9698,0.00054,0.012366
SYN-022,64,6.43216,-0.158944,22.0311,0.009295,0.077722
SYN-022,65,6.53266,0.18101,21.9824,0.013004,-0.101165
SYN-022,66,6.63317,0.105496,22.0107,-0.086738,0.04547
SYN-022,67,6.73367,0.133753,21.9978,0.047395,0.026594
SYN-022,68,6.83417,0.024736,22.0022,-0.056597,0.032476
SYN-022,69,6.93467,-0.096155,22.0087,0.033474,0.026755
SYN-022,70,7.03518,0.068062,21.9527,-0.041053,-0.025218
SYN-022,71,7.13568,-0.104558,22.0075,0.024824,0.067575
SYN-022,72,7.23618,-0.248142,22.0022,0.002399,-0.120149
SYN-022,73,7.33668,-0.134385,21.9822,0.001689,0.08852
SYN-022,74,7.43719,0.166621,21.9998,-0.013152,0.005281
SYN-022,75,7.53769,0.015069,22.0083,0.022235,0.054017
SYN-022,76,7.63819,-0.068453,21.9902,-0.043731,-0.064792
SYN-022,77,7.73869,-0.146288,21.9952,-0.005779,-0.073811
SYN-022,78,7.8392,-0.008076,21.9728,0.048043,-0.027096
SYN-022,79,7.9397,0.002487,22.034,0.105294,0.095534
SYN-022,80,8.0402,0.038891,22.0092,0.025669,-0.0069
SYN-022,81,8.1407,-0.220227,22.0145,-0.012727,-0.034449
SYN-022,82,8.24121,0.021662,22.0119,-0.028065,-0.054979
SYN-022,83,8.34171,0.128409,22.0015,-0.026693,-0.068952
SYN-022,84,8.44221,-0.227973,22.0053,0.150005,0.01817
SYN-022,85,8.54271,0.147306,22.0137,-0.02409,-0.083633
SYN-022,86,8.64322,-0.001748,22.0353,0.0164,-0.051071
SYN-022,87,8.74372,-0.231,21.9936,0.01074,0.083138
SYN-022,88,8.84422,0.209625,21.9645,0.093039,-0.049362
SYN-022,89,8.94472,-0.101687,22.0513,0.04896,-0.002182
SYN-022,90,9.04523,-0.086125,21.9602,-0.053344,0.041615
SYN-022,91,9.14573,-0.068705,22.015,0.007183,-0.0356
SYN-022,92,9.24623,0.100564,21.9764,-0.006155,0.088778
SYN-022,93,9.34673,0.024626,21.9881,-0.014517,0.062921
SYN-022,94,9.44724,-0.048055,21.9703,0.036306,-0.018425
SYN-022,95,9.54774,-0.194966,21.9642,-0.038566,-0.031675
SYN-022,96,9.64824,-0.061343,22.0378,0.035977,0.025956
SYN-022,97,9.74874,0.080781,21.9878,0.106729,0.053163
SYN-022,98,9.84925,-0.084834,22.0472,-0.057575,0.02604
SYN-022,99,9.94975,-0.064527,21.9623,-0.017764,0.030807
SYN-022,100,10.05025,-0.101679,22.0123,0.081047,-0.007111
SYN-022,101,10.15075,0.040466,21.9554,0.063758,-0.041746
SYN-022,102,10.25126,0.030689,21.9898,0.032367,0.024975
SYN-022,103,10.35176,-0.08298,21.9746,-0.000838,-0.048596
SYN-022,104,10.45226,0.103305,22.0442,0.075221,-0.004479
SYN-022,105,10.55276,0.01839,22.0165,-0.030588,-0.034079
SYN-022,106,10.65327,-0.053605,22.0124,-0.025668,0.031588
SYN-022,107,10.75377,0.066735,21.9765,0.032923,-0.029063
SYN-022,108,10.85427,-0.12746,21.9885,0.00564,-0.043304
SYN-022,109,10.95477,-0.020251,21.9765,-0.020958,-0.000351
SYN-022,110,11.05528,-0.099111,21.9906,-0.02507,0.047498
SYN-022,111,11.15578,-0.022317,22.0385,-0.023587,0.088222
SYN-022,112,11.25628,-0.000587,22.0179,0.037583,-0.026788
SYN-022,113,11.35678,0.101485,21.9869,-0.000421,-0.010808
SYN-022,114,11.45729,0.216335,21.9476,0.024294,0.003532
SYN-022,115,11.55779,0.071012,22.0277,0.074287,0.01581
SYN-022,116,11.65829,-0.094033,21.9677,-0.04437,-0.00877
SYN-022,117,11.75879,-0.124321,21.973,0.004823,0.031312
SYN-022,118,11.8593,0.07354,22.0073,-0.047346,-0.008473
SYN-022,119,11.9598,-0.21172,21.9674,0.027053,-0.025225
SYN-022,120,12.0603,0.107951,22.0007,-0.07627,-0.030623
SYN-022,121,12.1608,0.062575,21.9923,-0.04205,-0.063758
SYN-022,122,12.26131,0.043968,21.9473,-0.081979,0.015883
SYN-022,123,12.36181,-0.009096,22.0251,0.036629,-0.016243
SYN-022,124,12.46231,-0.012548,21.9939,0.061098,-0.098889
SYN-022,125,12.56281,0.278628,22.0418,0.01993,0.058059
SYN-022,126,12.66332,-0.026514,22.0401,0.170739,0.001331
SYN-022,127,12.76382,0.098313,21.944,-0.031991,0.028179
SYN-022,128,12.86432,0.146712,21.961,0.046223,-0.024891
SYN-022,129,12.96482,-0.005236,21.9537,0.035279,0.0224
SYN-022,130,13.06533,-0.006876,21.9973,-0.004648,-0.002523
SYN-022,131,13.16583,-0.076059,21.9733,0.055001,0.04495
SYN-022,132,13.26633,-0.07806,22.0013,-0.021588,0.028321
SYN-022,133,13.36683,0.078464,22.021,-0.059487,-0.091287
SYN-022,134,13.46734,-0.019373,22.0456,0.003932,0.032108
SYN-022,135,13.56784,0.038732,22.0244,-0.019848,-0.000133
SYN-022,136,13.66834,-0.157333,21.9906,0.036219,-0.053106
SYN-022,137,13.76884,-0.107141,21.9744,0.051835,-0.011141
SYN-022,138,13.86935,0.091895,21.9897,-0.016904,-0.057122
SYN-022,139,13.96985,-0.073034,22.0014,0.070954,0.099674
SYN-022,140,14.07035,0.017525,22.039,-0.008967,0.042028
SYN-022,141,14.17085,0.049845,21.9632,0.032741,0.017924
SYN-022,142,14.27136,-0.011225,21.9846,-0.097257,0.108507
SYN-022,143,14.37186,-0.184554,21.9932,0.06913,-0.036746
SYN-022,144,14.47236,-0.193433,21.9741,-0.020318,0.012135
SYN-022,145,14.57286,0.006656,21.9898,0.021768,-0.053812
SYN-022,146,14.67337,0.038869,22.0069,-0.028335,-0.00261
SYN-022,147,14.77387,0.172101,21.9696,0.037522,0.044952
SYN-022,148,14.87437,-0.079585,21.9539,0.010608,-0.023611
SYN-022,149,14.97487,0.128521,22.0101,0.04433,0.015825
SYN-022,150,15.07538,0.208895,22.0136,0.091297,0.025206
SYN-022,151,15.17588,0.020111,21.9665,0.035366,0.014152
SYN-022,152,15.27638,0.064293,22.0161,0.078215,0.035395
SYN-022,153,15.37688,-0.033591,21.9778,-0.010915,-0.014158
SYN-022,154,15.47739,0.008904,22.0361,-0.002416,-0.099518
SYN-022,155,15.57789,-0.049656,22.0097,-0.012735,-0.02109
SYN-022,156,15.67839,0.063394,22.0133,0.069732,0.030948
SYN-022,157,15.77889,0.075739,22.0202,0.099267,0.033109
SYN-022,158,15.8794,-0.071242,21.9648,-0.074281,0.047897
SYN-022,159,15.9799,0.072636,22.017,0.025221,0.076367
SYN-022,160,16.0804,-0.034757,22.0011,-0.006796,0.035761
SYN-022,161,16.1809,0.304265,21.9715,0.005336,0.043856
SYN-022,162,16.28141,0.06492,22.0334,0.051203,0.056316
SYN-022,163,16.38191,-0.057515,22.0343,-0.008506,-0.030064
SYN-022,164,16.48241,-0.126628,21.993,-0.022,-0.047804
SYN-022,165,16.58291,-0.026094,21.9703,0.028714,-0.086063
SYN-022,166,16.68342,0.011198,21.9877,0.025227,0.047453
SYN-022,167,16.78392,-0.103098,22.0517,-0.027814,-0.060604
SYN-022,168,16.88442,-0.112185,21.9437,-0.049158,-0.140191
SYN-022,169,16.98492,-0.108771,22.0028,-0.047986,-0.000828
SYN-022,170,17.08543,0.027204,22.0292,-0.076257,-0.054597
SYN-022,171,17.18593,-0.070218,21.9719,-0.039271,0.098297
SYN-022,172,17.28643,0.079621,22.0025,0.081576,-0.008494
SYN-022,173,17.38693,-0.047661,21.982,-0.033473,-0.030699
SYN-022,174,17.48744,0.048437,21.985,-0.058432,0.08461
SYN-022,175,17.58794,0.001339,21.9994,0.024261,0.083235
SYN-022,176,17.68844,-0.156622,21.9869,-0.006496,0.131884
SYN-022,177,17.78894,0.039086,21.9814,-0.047354,-0.001045
SYN-022,178,17.88945,-0.089207,21.9936,0.023166,-0.039391
SYN-022,179,17.98995,0.085977,22.0387,0.026012,0.046935
SYN-022,180,18.09045,0.245307,21.9794,-0.011962,-0.004323
SYN-022,181,18.19095,0.085258,21.9776,0.034818,-0.00147
SYN-022,182,18.29146,-0.037866,21.9967,-0.017973,-0.005283
SYN-022,183,18.39196,0.079919,22.0077,0.003922,-0.032549
SYN-022,184,18.49246,-0.036673,22.0195,0.0646,-0.03338
SYN-022,185,18.59296,0.097334,22.0011,0.044156,-0.010904
SYN-022,186,18.69347,-0.015392,21.9901,0.006759,-0.010222
SYN-022,187,18.79397,0.008906,22.0051,0.003366,0.053403
SYN-022,188,18.89447,-0.156797,21.9901,-0.001905,-0.072681
SYN-022,189,18.99497,0.038003,21.9691,-0.04545,0.037321
SYN-022,190,19.09548,0.127177,21.9634,-0.018668,0.028226
SYN-022,191,19.19598,-0.241602,21.987,0.031161,-0.031733
SYN-022,192,19.29648,0.020853,22.0182,-0.007225,0.006587
SYN-022,193,19.39698,0.108433,21.9822,-0.048991,0.052055
SYN-022,194,19.49749,0.139258,22.0053,0.007119,0.020329
SYN-022,195,19.59799,-0.073243,22.0105,0.061444,-0.032231
SYN-022,196,19.69849,-0.160002,22.049,0.058402,0.022969
SYN-022,197,19.79899,0.00716,22.0645,0.021782,0.037219
SYN-022,198,19.8995,-0.011935,21.9598,-0.004465,0.005247
SYN-022,199,20.0,-0.067149,22.0108,-0.102982,0.064791
SYN-023,0,0.0,0.121285,21.9334,-0.015217,-0.079518
SYN-023,1,0.1005,-0.026548,21.9596,-0.009473,0.116461
SYN-023,2,0.20101,-0.130448,22.0086,-6e-06,-0.02134
SYN-023,3,0.30151,-0.022385,21.9865,0.047267,0.054985
SYN-023,4,0.40201,0.112419,22.0217,0.013459,-0.009568
SYN-023,5,0.50251,0.13817,22.0188,0.081294,0.004342
SYN-023,6,0.60302,-0.042236,21.9936,-0.026684,-0.02094
SYN-023,7,0.70352,0.116756,22.0567,-0.023381,0.033996
SYN-023,8,0.80402,-0.055946,21.9688,0.051135,-0.037562
SYN-023,9,0.90452,-0.03946,21.9286,0.019101,-0.041427
SYN-023,10,1.00503,0.079756,22.012,0.021643,0.062955
SYN-023,11,1.10553,0.079087,22.035,0.075285,0.026291
SYN-023,12,1.20603,-0.116646,21.9915,0.002908,0.074469
SYN-023,13,1.30653,0.098305,21.955,-0.010688,-0.033801
SYN-023,14,1.40704,0.05236,22.0129,0.032292,-0.089199
SYN-023,15,1.50754,-0.104481,22.037,-0.0514,0.014904
SYN-023,16,1.60804,0.160485,21.9823,-0.019367,-0.135353
SYN-023,17,1.70854,-0.150908,22.0458,-0.045903,0.044126
SYN-023,18,1.80905,0.019479,22.0414,-0.05068,0.020865
SYN-023,19,1.90955,0.268608,22.0144,-0.027521,-0.067629
SYN-023,20,2.01005,0.062276,22.0149,-0.022093,-0.064092
SYN-023,21,2.11055,-0.154773,22.0337,0.013334,-0.030281
SYN-023,22,2.21106,-0.073154,22.0245,-0.000261,0.022842
SYN-023,23,2.31156,0.005903,22.0048,-0.04743,0.002519
SYN-023,24,2.41206,0.083828,21.9848,0.001953,0.01047
SYN-023,25,2.51256,0.03014,22.0,-0.061009,-0.03345
SYN-023,26,2.61307,0.015155,21.9877,-0.029111,0.095577
SYN-023,27,2.71357,-0.084133,22.0256,0.040507,0.131155
SYN-023,28,2.81407,-0.152726,21.9687,0.035374,-0.037113
SYN-023,29,2.91457,-0.031983,22.042,0.040032,-0.107218
SYN-023,30,3.01508,0.114726,22.0179,-0.027752,-0.070046
SYN-023,31,3.11558,-0.068189,22.0062,0.016854,-0.102565
SYN-023,32,3.21608,0.117229,22.0259,0.003773,0.069483
SYN-023,33,3.31658,0.084724,22.0175,0.046422,0.126174
SYN-023,34,3.41709,-0.112688,22.0018,0.003568,0.016646
SYN-023,35,3.51759,-0.073743,21.9997,0.001396,-0.034138
SYN-023,36,3.61809,-0.189603,22.0641,0.090768,-0.011026
SYN-023,37,3.71859,-0.033787,22.022,-0.012745,0.022984
SYN-023,38,3.8191,-0.119578,21.9568,0.056486,0.007918
SYN-023,39,3.9196,-0.060295,21.9339,-0.106935,0.029318
SYN-023,40,4.0201,-0.210706,22.0421,-0.003516,0.00519
SYN-023,41,4.1206,0.164944,22.0299,-0.010877,0.05418
SYN-023,42,4.22111,-0.110687,21.971,-0.045764,-0.042136
SYN-023,43,4.32161,-0.037769,22.0295,-0.058442,-0.06232
SYN-023,44,4.42211,-0.158471,22.0177,0.051813,0.089623
SYN-023,45,4.52261,0.117481,21.983,0.008254,0.02552
SYN-023,46,4.62312,0.172674,21.9622,0.049285,0.020184
SYN-023,47,4.72362,0.11603,21.9988,-0.027873,-0.048573
SYN-023,48,4.82412,-0.226686,22.0311,-0.054379,0.03769
SYN-023,49,4.92462,0.058998,21.986,0.075675,-0.050516
SYN-023,50,5.02513,-0.001512,22.0425,-0.020361,0.012911
SYN-023,51,5.12563,-0.140727,21.9653,-0.022102,0.065638
SYN-023,52,5.22613,-0.042056,22.0112,0.007782,-0.094504
SYN-023,53,5.32663,0.014385,21.9924,0.029436,0.044867
SYN-023,54,5.42714,0.131097,21.976,0.023961,0.026753
SYN-023,55,5.52764,-0.124059,21.9681,-0.013678,-0.085352
SYN-023,56,5.62814,-0.095365,21.9734,-0.000614,0.042625
SYN-023,57,5.72864,0.254856,22.0001,-0.043283,0.090824
SYN-023,58,5.82915,-0.16978,22.0011,0.098393,-0.038216
SYN-023,59,5.92965,0.070119,21.9964,0.002966,-0.054514
SYN-023,60,6.03015,0.040152,21.9874,-0.00445,0.026456
SYN-023,61,6.13065,0.006929,22.0254,0.004297,-0.037656
SYN-023,62,6.23116,0.198024,21.9795,0.101454,-0.009078
SYN-023,63,6.33166,-0.073206,21.9768,-0.02402,0.015847
SYN-023,64,6.43216,-0.003025,22.0131,0.027473,0.12986
SYN-023,65,6.53266,0.173064,22.0513,0.101208,0.048114
SYN-023,66,6.63317,0.185905,21.9508,-0.004107,-0.141567
SYN-023,67,6.73367,0.063004,21.9547,0.010632,-0.039634
SYN-023,68,6.83417,0.076253,22.0586,-0.019475,0.023023
SYN-023,69,6.93467,-0.081382,21.9851,-0.014183,0.072764
SYN-023,70,7.03518,0.111305,22.0432,-0.009719,-0.014493
SYN-023,71,7.13568,-0.080818,22.0094,0.049867,-0.023339
SYN-023,72,7.23618,0.04766,22.0479,-0.013491,0.023496
SYN-023,73,7.33668,0.065537,21.9358,0.081994,0.007492
SYN-023,74,7.43719,0.041617,21.9985,-0.04739,-0.010963
SYN-023,75,7.53769,-0.161859,22.0228,-0.071115,-0.062949
SYN-023,76,7.63819,-0.121015,21.98,-0.057337,-0.019479
SYN-023,77,7.73869,-0.137644,21.988,0.032474,0.046002
SYN-023,78,7.8392,-0.038439,22.004,-0.016454,-0.047616
SYN-023,79,7.9397,0.155985,22.0002,-0.063673,-0.01416
SYN-023,80,8.0402,0.026624,22.0159,0.003384,0.021988
SYN-023,81,8.1407,0.06901,21.9654,-0.048733,0.042528
SYN-023,82,8.24121,-0.045393,21.9326,0.069208,0.106466
SYN-023,83,8.34171,0.017763,22.0491,-0.030829,0.0526
SYN-023,84,8.44221,0.142593,21.9613,0.09438,0.044524
SYN-023,85,8.54271,-0.127461,21.9928,0.058305,0.127337
SYN-023,86,8.64322,-0.056919,21.9836,-0.001173,0.01751
SYN-023,87,8.74372,-0.074913,22.016,0.042311,-0.140447
SYN-023,88,8.84422,-0.067766,21.9867,0.025384,-0.019302
SYN-023,89,8.94472,-0.055075,21.9552,-0.024149,0.094419
SYN-023,90,9.04523,0.22871,21.9837,0.052593,-0.04533
SYN-023,91,9.14573,-0.058708,21.9577,0.13844,-0.008472
SYN-023,92,9.24623,-0.322309,22.0446,0.01851,0.029133
SYN-023,93,9.34673,0.068497,21.9601,0.178331,0.010696
SYN-023,94,9.44724,0.119212,22.0394,-0.026836,0.066285
SYN-023,95,9.54774,-0.154325,21.9625,-0.059418,0.0285
SYN-023,96,9.64824,-0.11218,21.9823,-0.031647,0.006912
SYN-023,97,9.74874,-0.077879,21.9617,-0.007046,0.013727
SYN-023,98,9.84925,-0.035388,22.0256,0.014153,-0.027361
SYN-023,99,9.94975,0.135116,21.9901,-0.042312,-0.016903
SYN-023,100,10.05025,0.006941,21.9597,0.038082,0.05607
SYN-023,101,10.15075,0.033275,21.9646,-0.035737,0.066396
SYN-023,102,10.25126,-0.038836,22.0088,0.040988,0.119499
SYN-023,103,10.35176,0.067586,22.0235,-0.030455,0.03972
SYN-023,104,10.45226,-0.003655,22.003,-0.003941,-0.019743
SYN-023,105,10.55276,-0.108595,22.0655,0.0256,0.034757
SYN-023,106,10.65327,0.066006,21.9728,-0.025675,0.086124
SYN-023,107,10.75377,0.143431,22.037,0.006534,0.005856
SYN-023,108,10.85427,0.077553,22.0185,0.105149,0.016111
SYN-023,109,10.95477,0.159523,22.0341,-6.8e-05,0.034808
SYN-023,110,11.05528,-0.178705,22.0241,-0.052545,-0.041031
SYN-023,111,11.15578,0.111895,21.9805,0.022273,0.009765
SYN-023,112,11.25628,0.060984,21.9943,-0.003605,0.056889
SYN-023,113,11.35678,-0.071018,22.028,-0.035797,0.034668
SYN-023,114,11.45729,0.267123,22.0293,0.013468,0.039026
SYN-023,115,11.55779,-0.054441,22.0155,0.044404,0.09522
SYN-023,116,11.65829,-0.257285,22.0304,-0.012261,-0.032931
SYN-023,117,11.75879,-0.080009,22.0219,0.058898,0.060525
SYN-023,118,11.8593,0.199937,21.9468,0.012181,0.063866
SYN-023,119,11.9598,0.155538,21.9979,-0.071205,0.064877
SYN-023,120,12.0603,0.066219,21.9638,-0.049619,-0.002788
SYN-023,121,12.1608,0.176391,21.987,0.015188,-0.022767
SYN-023,122,12.26131,0.129916,22.0508,0.030631,-0.006938
SYN-023,123,12.36181,-0.072303,21.9914,-0.057195,0.045856
SYN-023,124,12.46231,-0.02602,21.9295,-0.020307,-0.032429
SYN-023,125,12.56281,0.198474,22.0102,0.05717,-0.047117
SYN-023,126,12.66332,0.01495,21.9657,-0.009539,-0.011116
SYN-023,127,12.76382,-0.009788,22.006,-0.004662,0.031083
SYN-023,128,12.86432,-0.0854,22.0266,0.028869,0.014011
SYN-023,129,12.96482,-0.011509,22.0459,0.083792,-0.062526
SYN-023,130,13.06533,0.022041,22.0355,0.015332,0.027777
SYN-023,131,13.16583,-0.130827,21.9723,-0.078343,-0.011446
SYN-023,132,13.26633,0.078964,21.9561,-0.015945,0.042632
SYN-023,133,13.36683,0.056064,22.0258,-0.017099,-0.114987
SYN-023,134,13.46734,-0.166514,21.9925,-0.000363,-0.01158
SYN-023,135,13.56784,-0.125282,21.9569,-0.01748,0.009736
SYN-023,136,13.66834,-0.035273,21.9512,-0.045657,0.020829
SYN-023,137,13.76884,-0.066765,22.0263,-0.069662,-0.068713
SYN-023,138,13.86935,-0.190303,22.0064,0.048118,-0.000804
SYN-023,139,13.96985,-0.166875,22.0259,0.036338,-0.088318
SYN-023,140,14.07035,-0.08321,21.9318,-0.035067,0.068856
SYN-023,141,14.17085,-0.01369,22.0113,0.054973,0.041371
SYN-023,142,14.27136,-0.021532,22.0083,-0.012151,0.027869
SYN-023,143,14.37186,0.272176,21.9878,-0.022117,-0.041792
SYN-023,144,14.47236,0.069818,22.0349,-0.037205,0.067873
SYN-023,145,14.57286,-0.279756,21.9941,-0.001156,0.034691
SYN-023,146,14.67337,0.024506,22.0199,-0.027879,-0.048579
SYN-023,147,14.77387,0.074046,22.0094,-0.043585,0.037885
SYN-023,148,14.87437,0.131078,22.0182,0.065499,0.027886
SYN-023,149,14.97487,0.271806,21.9998,0.120087,-0.0296
SYN-023,150,15.07538,-0.11943,22.0384,-0.06197,0.028881
SYN-023,151,15.17588,-0.04506,21.998,0.021897,0.058355
SYN-023,152,15.27638,0.055278,21.9701,-0.067822,-0.008637
SYN-023,153,15.37688,-0.018507,21.9502,0.014355,0.024152
SYN-023,154,15.47739,0.038107,22.0369,-0.02805,0.038162
SYN-023,155,15.57789,0.130704,22.0373,0.054287,0.014312
SYN-023,156,15.67839,0.031217,21.9379,-0.063283,0.101646
SYN-023,157,15.77889,0.078534,22.052,0.012318,-0.021115
SYN-023,158,15.8794,0.121833,22.0278,-0.041513,-0.015692
SYN-023,159,15.9799,0.221125,21.9474,0.098466,0.023756
SYN-023,160,16.0804,0.105596,21.9783,-0.00247,-0.050313
SYN-023,161,16.1809,0.098449,21.9681,-0.046633,0.007603
SYN-023,162,16.28141,0.149128,22.0043,0.025081,0.024682
SYN-023,163,16.38191,0.021317,22.0354,-0.047977,0.097745
SYN-023,164,16.48241,-0.005724,22.0102,0.011468,0.070706
SYN-023,165,16.58291,0.038276,22.0156,-0.015316,0.039958
SYN-023,166,16.68342,-0.061939,21.9843,-0.020311,0.079685
SYN-023,167,16.78392,0.0895,21.988,-0.027944,-0.047816
SYN-023,168,16.88442,0.096591,22.0065,-0.050175,0.026728
SYN-023,169,16.98492,-0.045264,21.9417,0.108302,0.006373
SYN-023,170,17.08543,0.209583,21.996,0.055388,-0.001437
SYN-023,171,17.18593,-0.115037,22.0769,0.002101,-0.099135
SYN-023,172,17.28643,-0.022877,21.9485,-0.022349,0.05345
SYN-023,173,17.38693,-0.121518,22.0033,0.054247,-0.013019
SYN-023,174,17.48744,0.173331,22.0217,0.00453,0.002593
SYN-023,175,17.58794,-0.082568,21.9732,0.007042,-0.048125
SYN-023,176,17.68844,0.166365,22.02,-0.013902,0.030331
SYN-023,177,17.78894,-0.060191,22.0386,0.081859,-0.010178
SYN-023,178,17.88945,-0.042122,22.0063,0.032175,0.014779
SYN-023,179,17.98995,0.178467,22.0232,0.069044,0.029173
SYN-023,180,18.09045,-0.037604,21.9931,-0.021653,0.009774
SYN-023,181,18.19095,-0.191811,21.9966,0.033097,-0.020717
SYN-023,182,18.29146,-0.013412,21.9996,-0.047515,-0.052449
SYN-023,183,18.39196,-0.026871,21.9688,-0.013161,-0.082882
SYN-023,184,18.49246,0.011714,21.986,-0.003614,0.015591
SYN-023,185,18.59296,0.034597,22.0273,-0.020612,0.005593
SYN-023,186,18.69347,-0.187223,22.016,0.049499,-0.078562
SYN-023,187,18.79397,-0.110778,22.0192,0.050099,0.015167
SYN-023,188,18.89447,0.094329,22.0316,0.062025,-0.126346
SYN-023,189,18.99497,-0.069403,22.0073,0.039546,0.000547
SYN-023,190,19.09548,-0.049128,22.008,-0.015235,0.099871
SYN-023,191,19.19598,0.016627,22.0555,-0.012681,-0.069099
SYN-023,192,19.29648,0.057553,22.0115,-0.045401,-0.022991
SYN-023,193,19.39698,-0.030047,22.0641,0.115904,-0.057046
SYN-023,194,19.49749,-0.240216,21.9767,-0.005023,0.072635
SYN-023,195,19.59799,-0.050031,21.9862,-0.022019,-0.029544
SYN-023,196,19.69849,-0.033669,21.977,-0.032903,-0.078164
SYN-023,197,19.79899,-0.311838,22.0221,-0.0427,0.026079
SYN-023,198,19.8995,-0.1341,21.9942,0.079499,0.057438
SYN-023,199,20.0,-0.003659,21.9907,0.027611,0.046325
SYN-024,0,0.0,0.032318,22.0467,0.064849,0.180406
SYN-024,1,0.1005,0.143467,21.949,0.03285,0.019517
SYN-024,2,0.20101,-0.091433,22.0231,0.072509,-0.075759
SYN-024,3,0.30151,0.207034,21.9994,0.062413,-0.046837
SYN-024,4,0.40201,-0.187035,21.9912,-0.127208,-0.039652
SYN-024,5,0.50251,0.153452,21.9826,0.015045,-0.076812
SYN-024,6,0.60302,0.131336,22.016,0.061973,0.016176
SYN-024,7,0.70352,-0.038716,21.9803,-0.075965,-0.035787
SYN-024,8,0.80402,0.102689,22.0178,0.026034,-0.069356
SYN-024,9,0.90452,0.025262,22.0184,-0.066744,-0.061962
SYN-024,10,1.00503,0.014347,21.9415,-0.013323,-0.06018
SYN-024,11,1.10553,0.03717,21.9683,0.01194,-0.039627
SYN-024,12,1.20603,0.006064,21.9934,0.048777,0.012252
SYN-024,13,1.30653,-0.244475,22.0411,0.063287,0.052464
SYN-024,14,1.40704,-0.040201,22.039,0.025934,-0.062458
SYN-024,15,1.50754,0.075142,21.9813,0.041311,0.024528
SYN-024,16,1.60804,-0.120289,21.9877,0.10925,0.0261
SYN-024,17,1.70854,0.153035,22.0262,-0.012979,0.005039
SYN-024,18,1.80905,0.015437,22.0209,0.03325,-0.005725
SYN-024,19,1.90955,0.129219,21.9943,-0.053355,0.08236
SYN-024,20,2.01005,-0.149016,21.9628,-0.041406,0.006384
